iteracija,u1,u2,u3,vrijednost
349,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
350,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
351,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
352,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
353,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
354,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
355,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
356,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
357,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
358,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
359,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
360,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
361,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
362,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
363,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
364,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
365,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
366,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
367,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
368,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
369,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
370,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
371,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
372,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
373,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
374,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
375,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
376,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
377,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
378,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
379,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
380,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
381,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
382,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
383,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
384,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
385,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
386,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
387,2.998342089525543,0.9453268022386628,24995.195844437636,-10418016.374426
